,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,Wind_MPS_sd30,Wind_MPS_sd60,Wind_MPS_sd90,Wind_MPS_sd300,Wind_MPS_sd600,Wind_MPS_sd900,Wind_dir_sd30,Wind_dir_sd60,Wind_dir_sd90,Wind_dir_sd300,Wind_dir_sd600,Wind_dir_sd900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FlowError_kgh,FlowError_percent,datetime_UTC,Altitude (feet)
94,1049,,,,,,,,,,,,,,,,,,,0.5,,2021-10-18 19:06:00+00:00,1.0,NASA-GEOS,GHGSat,1,,,,,,,21139.76,4.0,218645.0,21139.76,False,,21052.485666666667,20982.33566666667,20912.024444444443,20926.394833333336,20896.215366666667,13962.530600000002,AZ,8.235333333333333,8.427166666666666,8.836777777777778,8.526,9.2616,9.2616,217.9,220.35,220.87777777777777,226.26333333333332,223.34333333333333,222.14111111111112,0.6754601666875583,0.7815588327435873,1.1997076683043764,1.3977880280062078,1.562190290641141,1.562190290641141,5.384204228336507,6.086453421676193,6.370274680151816,10.57323507203518,10.254790267378423,10.254008624369288,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,5349.535,True,9.616666666666667,True,ER_MIS,-1.0,379.89248487392564,367.7841814096352,391.89610768785127,378.6165989517554,366.66749333837595,390.68529646082453,377.17720731947776,365.10461973720936,389.38092535160513,377.54625245916606,365.58984036463227,389.7085834789587,377.13968307688253,364.94042757849587,389.33040462364926,251.89132700851326,242.92570370659826,260.9009710659704,,,,
95,1260,,,,,,,,,,,,,,,,,,,0.5,,2021-10-18 19:06:00+00:00,1.0,Sonic,GHGSat,2,,,,,,,21139.76,4.0,218645.0,21139.76,False,,21052.485666666667,20982.33566666667,20912.024444444443,20926.394833333336,20896.215366666667,13962.530600000002,AZ,8.235333333333333,8.427166666666666,8.836777777777778,8.526,9.2616,9.2616,217.9,220.35,220.87777777777777,226.26333333333332,223.34333333333333,222.14111111111112,0.6754601666875583,0.7815588327435873,1.1997076683043764,1.3977880280062078,1.562190290641141,1.562190290641141,5.384204228336507,6.086453421676193,6.370274680151816,10.57323507203518,10.254790267378423,10.254008624369288,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,5349.535,True,9.616666666666667,True,ER_MIS,-1.0,379.9546309428698,367.9789853291095,391.93227240622616,378.42090277775657,366.2508004930702,390.7350953688259,377.32588031143376,365.4048840661425,389.54548712493175,377.6507012355766,365.6756808499448,389.59661989140864,377.1007917518339,365.0394469745977,389.48332789440343,251.95674972911087,242.80388967644794,260.9715300562752,,,,
96,1261,,1496-1-315-1227-1426-29,1.0,1.0,,2021-10-18 19:10:13+00:00,,,,Methane,,306.0,419.0,193.0,,6.98,,,1.0,1.0,2021-10-18 19:10:13+00:00,1.0,Sonic,GHGSat,2,,,,,,,20670.46,4.0,218645.0,20670.46,False,,20772.27666666667,20841.424333333332,20959.739222222222,21011.537466666665,20998.62718333333,19868.327144444444,AZ,7.759666666666666,8.0385,7.719777777777779,7.973533333333333,8.450383333333333,8.450383333333333,219.03333333333333,216.7,213.62222222222223,208.38333333333333,217.605,219.02555555555554,0.7011787284247732,0.77017458949578,0.9817537366879212,1.1709820003052944,1.4811775150559598,1.4811775150559598,7.284766028637063,7.465854475600531,8.526993197121932,11.311183187709032,14.138085116140799,13.056751807653589,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,7374.01,True,13.833333333333334,True,TP,1.0,374.8924660052931,362.81773343130345,386.8616743419461,376.0559604576412,364.10863265661,388.12321007880166,378.0307151435655,365.78677352420766,390.0013708699994,379.1615056023258,367.21288072771176,391.1536724179922,378.80970719003085,366.698213461662,391.0173262325702,358.60067924257265,346.8394046440143,370.2156879857949,-70.05596045764122,-18.629131784638282,,
97,1472,,1496-1-315-1227-1426-29,1.0,1.0,,2021-10-18 19:10:13+00:00,,,,Methane,,306.0,419.0,193.0,,6.98,,,1.0,1.0,2021-10-18 19:10:13+00:00,1.0,Sonic,GHGSat,3,,,,,,,20670.46,4.0,218645.0,20670.46,False,,20772.27666666667,20841.424333333332,20959.739222222222,21011.537466666665,20998.62718333333,19868.327144444444,AZ,7.759666666666666,8.0385,7.719777777777779,7.973533333333333,8.450383333333333,8.450383333333333,219.03333333333333,216.7,213.62222222222223,208.38333333333333,217.605,219.02555555555554,0.7011787284247732,0.77017458949578,0.9817537366879212,1.1709820003052944,1.4811775150559598,1.4811775150559598,7.284766028637063,7.465854475600531,8.526993197121932,11.311183187709032,14.138085116140799,13.056751807653589,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,7374.01,True,13.833333333333334,True,TP,1.0,374.753941366436,362.581335373622,386.80778480746176,376.0171366358778,364.0952089741856,388.2303479772351,378.0164110182393,365.98679017335036,390.10100275353136,379.1978546863717,367.11404274691813,391.35809283064924,378.9479951047831,366.5872962127448,391.0868643009423,358.50228696509424,346.871334081902,370.34374852382507,-70.01713663587782,-18.62073023115434,,
98,1050,,1496-1-315-1227-1426-29,1.0,1.0,,2021-10-18 19:10:13+00:00,,,,Methane,,213.0,325.0,101.0,,4.86,,,1.0,1.0,2021-10-18 19:10:13+00:00,1.0,NASA-GEOS,GHGSat,1,,,,,,,20670.46,4.0,218645.0,20670.46,False,,20772.27666666667,20841.424333333332,20959.739222222222,21011.537466666665,20998.62718333333,19868.327144444444,AZ,7.759666666666666,8.0385,7.719777777777779,7.973533333333333,8.450383333333333,8.450383333333333,219.03333333333333,216.7,213.62222222222223,208.38333333333333,217.605,219.02555555555554,0.7011787284247732,0.77017458949578,0.9817537366879212,1.1709820003052944,1.4811775150559598,1.4811775150559598,7.284766028637063,7.465854475600531,8.526993197121932,11.311183187709032,14.138085116140799,13.056751807653589,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,7374.01,True,13.833333333333334,True,TP,1.0,375.05855262042127,362.94420972198253,387.09766172363015,375.9866866962621,363.7573145270419,388.073352140792,378.215873116213,366.26322185827667,390.3267115175725,378.9290620463989,366.5463310965333,391.23621163765915,379.1032956080473,367.10468655541416,391.3488524651339,358.46708988515024,346.82216171646417,370.3052655527978,-162.9866866962621,-43.349057948939986,,
99,1051,,1496-1-116-696-895-30,1.0,1.0,,2021-10-18 19:13:29+00:00,,,,Methane,,139.0,211.0,67.0,,4.81,,,1.0,1.0,2021-10-18 19:13:39+00:00,1.0,NASA-GEOS,GHGSat,1,,,,,,,20516.1,4.0,218645.0,20516.1,False,,20575.84233333333,20595.61133333333,20600.512444444445,20729.976633333335,20838.175450000002,20963.611777777776,AZ,9.904666666666666,10.091666666666667,10.033888888888889,8.96,8.737816666666665,8.737816666666665,213.96666666666667,217.65,216.9777777777778,216.7,214.67833333333334,217.42777777777778,1.3964109990117055,1.2234130733414883,1.0546235224157166,1.7519586745481421,1.6170788394541797,1.6170788394541797,11.514558500927166,10.571507918032088,8.968080447695208,9.285692234161068,12.216256604675156,12.6346058647104,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,9332.24,True,17.266666666666666,True,TP,1.0,371.3518003867103,359.50002089050037,383.1780164524403,371.7092082715648,359.9000640013411,383.6261357541208,371.6462499798526,359.7515044697186,383.61510400040106,374.19610684516346,361.98018459353597,386.3583301123565,375.84809574826346,363.77894217475193,388.0393212116746,378.2837674630811,365.98038335942334,390.51174904208386,-232.70920827156482,-62.60517713662643,,
100,1262,,1496-1-116-696-895-30,1.0,1.0,,2021-10-18 19:13:29+00:00,,,,Methane,,242.0,326.0,158.0,,8.38,,,1.0,1.0,2021-10-18 19:13:39+00:00,1.0,Sonic,GHGSat,2,,,,,,,20516.1,4.0,218645.0,20516.1,False,,20575.84233333333,20595.61133333333,20600.512444444445,20729.976633333335,20838.175450000002,20963.611777777776,AZ,9.904666666666666,10.091666666666667,10.033888888888889,8.96,8.737816666666665,8.737816666666665,213.96666666666667,217.65,216.9777777777778,216.7,214.67833333333334,217.42777777777778,1.3964109990117055,1.2234130733414883,1.0546235224157166,1.7519586745481421,1.6170788394541797,1.6170788394541797,11.514558500927166,10.571507918032088,8.968080447695208,9.285692234161068,12.216256604675156,12.6346058647104,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,9332.24,True,17.266666666666666,True,TP,1.0,371.14532941106484,359.13954777937266,383.1314325238365,371.5803943667017,359.687246120077,383.49293197948214,371.81754500119996,359.93864131376614,383.78548042514376,374.45489230779594,362.430606691569,386.7371846752415,375.79868132287805,363.7766442482535,388.0084107649069,378.3198852953108,366.2795391112263,390.60416385550775,-129.58039436670168,-34.872774864118,,
101,1473,,1496-1-116-696-895-30,1.0,1.0,,2021-10-18 19:13:29+00:00,,,,Methane,,242.0,326.0,158.0,,8.38,,,1.0,1.0,2021-10-18 19:13:39+00:00,1.0,Sonic,GHGSat,3,,,,,,,20516.1,4.0,218645.0,20516.1,False,,20575.84233333333,20595.61133333333,20600.512444444445,20729.976633333335,20838.175450000002,20963.611777777776,AZ,9.904666666666666,10.091666666666667,10.033888888888889,8.96,8.737816666666665,8.737816666666665,213.96666666666667,217.65,216.9777777777778,216.7,214.67833333333334,217.42777777777778,1.3964109990117055,1.2234130733414883,1.0546235224157166,1.7519586745481421,1.6170788394541797,1.6170788394541797,11.514558500927166,10.571507918032088,8.968080447695208,9.285692234161068,12.216256604675156,12.6346058647104,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,9332.24,True,17.266666666666666,True,TP,1.0,371.2846483013291,359.59939374802434,383.18787049329734,371.67757564173127,359.64600785260274,383.7183224069209,371.62974921282444,359.567640564608,383.5213902638333,374.1049843872515,362.12441188192315,386.117064087427,376.14197107716757,364.07927293669087,388.3797178779287,378.3041145220967,366.06192745953825,390.4338477037194,-129.67757564173127,-34.8898034587727,,
102,1052,,1496-1-316-1423-1622-31,1.0,1.0,,2021-10-18 19:17:26+00:00,,,,Methane,,171.0,260.0,82.0,,5.22,,,1.0,1.0,2021-10-18 19:17:29+00:00,1.0,NASA-GEOS,GHGSat,1,,,,,,,20501.0,4.0,218645.0,20501.0,False,,20436.866666666665,20399.1485,20426.832666666665,20484.9941,20660.83081666667,20730.381055555557,AZ,9.186,9.585166666666668,9.195111111111112,8.587733333333333,8.512166666666667,8.512166666666667,231.96666666666667,228.95,228.42222222222222,219.44333333333333,216.97333333333333,217.55666666666667,0.9899446170506424,0.959061143429529,1.0745641859669839,1.6580216065282865,1.6638854618851058,1.6638854618851058,5.726425937971005,5.808891489690304,5.505824857886365,9.875146443461999,10.154694411282177,12.594033847136943,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,11202.62,True,21.1,True,TP,1.0,368.78777398485096,356.86058503245016,380.79574132383675,368.0378675385822,356.1896739698629,380.0265541496133,368.5371657132488,356.63820526965725,380.45539013601694,369.3481309285049,357.58119244298734,381.34571830747706,372.97454186648287,361.1415390245135,385.0254394244695,374.0632317169098,362.14735292807256,386.04096256364704,-197.0378675385822,-53.53738974099623,,
103,1263,,1496-1-316-1423-1622-31,1.0,1.0,,2021-10-18 19:17:26+00:00,,,,Methane,,317.0,438.0,196.0,,9.67,,,1.0,1.0,2021-10-18 19:17:29+00:00,1.0,Sonic,GHGSat,2,,,,,,,20501.0,4.0,218645.0,20501.0,False,,20436.866666666665,20399.1485,20426.832666666665,20484.9941,20660.83081666667,20730.381055555557,AZ,9.186,9.585166666666668,9.195111111111112,8.587733333333333,8.512166666666667,8.512166666666667,231.96666666666667,228.95,228.42222222222222,219.44333333333333,216.97333333333333,217.55666666666667,0.9899446170506424,0.959061143429529,1.0745641859669839,1.6580216065282865,1.6638854618851058,1.6638854618851058,5.726425937971005,5.808891489690304,5.505824857886365,9.875146443461999,10.154694411282177,12.594033847136943,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,11202.62,True,21.1,True,TP,1.0,368.85051375262486,357.039324609839,380.7024070244396,367.9942415615303,356.1554879470352,379.7236540184796,368.8179374822375,357.10527670352394,380.88341885019963,369.65836630630025,357.7798893778937,381.3764639378946,372.8628059269988,361.02473227645714,384.8314197824788,374.18698580370227,362.19207776770236,386.22019106870107,-50.994241561530316,-13.857347697926912,,
104,1474,,1496-1-316-1423-1622-31,1.0,1.0,,2021-10-18 19:17:26+00:00,,,,Methane,,317.0,438.0,196.0,,9.67,,,1.0,1.0,2021-10-18 19:17:29+00:00,1.0,Sonic,GHGSat,3,,,,,,,20501.0,4.0,218645.0,20501.0,False,,20436.866666666665,20399.1485,20426.832666666665,20484.9941,20660.83081666667,20730.381055555557,AZ,9.186,9.585166666666668,9.195111111111112,8.587733333333333,8.512166666666667,8.512166666666667,231.96666666666667,228.95,228.42222222222222,219.44333333333333,216.97333333333333,217.55666666666667,0.9899446170506424,0.959061143429529,1.0745641859669839,1.6580216065282865,1.6638854618851058,1.6638854618851058,5.726425937971005,5.808891489690304,5.505824857886365,9.875146443461999,10.154694411282177,12.594033847136943,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,11202.62,True,21.1,True,TP,1.0,368.756797938693,357.0480249960692,380.67290788574246,368.2506242758746,356.3457679372668,380.1646659624904,368.58478342228466,356.6996667653497,380.4640747605518,369.86266196690246,357.9209209172171,381.86702114614116,372.79882715252836,360.73436626904896,384.8405719740727,374.22009922125426,362.1841595875708,386.3470795941062,-51.2506242758746,-13.917321763310914,,
105,1475,,,,,,,,,,,,,,,,,,,0.5,,2021-10-18 19:20:41+00:00,1.0,Sonic,GHGSat,3,,,,,,,20563.87,4.0,218645.0,20563.87,False,,20465.163666666667,20466.391833333335,20442.87277777778,20450.5908,20503.6345,20661.79658888889,AZ,8.210333333333333,8.812166666666666,9.054777777777778,8.837633333333333,8.896083333333333,8.896083333333333,220.63333333333333,224.75,224.8111111111111,221.13333333333333,218.91,215.32111111111112,1.1427446794007714,1.0924860339900648,1.0898502399725019,1.158282980867877,1.5558966923452473,1.5558966923452473,3.83705466546699,5.519226794287669,5.634752608034366,11.217620316900272,10.247613835206474,11.799030846161154,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,12902.369999999999,True,24.3,True,ER_MIS,-1.0,369.34574610386585,357.38547003680776,381.38282894658505,369.3978054413315,357.6103248934854,381.40586441675447,368.8996830853502,357.0279947767413,380.68564233478776,368.83319550626516,356.8130784686332,380.7315945835519,369.9551506057832,358.1768682979396,381.76514951784907,372.89489753525595,360.94430240728707,384.77960855836585,,,,
106,1264,,,,,,,,,,,,,,,,,,,0.5,,2021-10-18 19:20:41+00:00,1.0,Sonic,GHGSat,2,,,,,,,20563.87,4.0,218645.0,20563.87,False,,20465.163666666667,20466.391833333335,20442.87277777778,20450.5908,20503.6345,20661.79658888889,AZ,8.210333333333333,8.812166666666666,9.054777777777778,8.837633333333333,8.896083333333333,8.896083333333333,220.63333333333333,224.75,224.8111111111111,221.13333333333333,218.91,215.32111111111112,1.1427446794007714,1.0924860339900648,1.0898502399725019,1.158282980867877,1.5558966923452473,1.5558966923452473,3.83705466546699,5.519226794287669,5.634752608034366,11.217620316900272,10.247613835206474,11.799030846161154,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,12902.369999999999,True,24.3,True,ER_MIS,-1.0,369.226824305952,357.3788045207226,381.203521714684,369.12937549727155,357.3241300465732,381.1010262280647,368.8809426758505,357.0773030542936,380.9474501427844,368.92170607146085,356.92289898753256,380.78615604502005,369.7489958091962,357.9629813846423,381.73203549301604,372.91911446747633,361.04095193058396,384.898180193683,,,,
107,1053,,,,,,,,,,,,,,,,,,,0.5,,2021-10-18 19:20:41+00:00,1.0,NASA-GEOS,GHGSat,1,,,,,,,20563.87,4.0,218645.0,20563.87,False,,20465.163666666667,20466.391833333335,20442.87277777778,20450.5908,20503.6345,20661.79658888889,AZ,8.210333333333333,8.812166666666666,9.054777777777778,8.837633333333333,8.896083333333333,8.896083333333333,220.63333333333333,224.75,224.8111111111111,221.13333333333333,218.91,215.32111111111112,1.1427446794007714,1.0924860339900648,1.0898502399725019,1.158282980867877,1.5558966923452473,1.5558966923452473,3.83705466546699,5.519226794287669,5.634752608034366,11.217620316900272,10.247613835206474,11.799030846161154,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,12902.369999999999,True,24.3,True,ER_MIS,-1.0,369.2709324034775,357.4171252300226,381.0671685905483,368.97378956519964,357.0756781109508,380.9442937517716,368.9932177179908,357.0904818461508,380.965841648061,369.12628742877666,357.1362385112052,380.92502276861285,369.93972315725375,358.03900105643925,381.96623771271356,372.84500150252285,360.76915637447945,384.89360995204413,,,,
108,1054,,1496-1-317-1797-1996-32,1.0,1.0,,2021-10-18 19:24:45+00:00,,,,Methane,,165.0,245.0,85.0,,5.28,,,1.0,1.0,2021-10-18 19:24:47+00:00,1.0,NASA-GEOS,GHGSat,1,,,,,,,20508.99,4.0,218645.0,20508.99,False,,20419.756999999998,20399.743166666663,20401.09322222222,20436.104066666667,20441.394116666666,20495.4879,AZ,9.497333333333332,10.185833333333333,9.368777777777778,8.501533333333333,8.645950000000001,8.645950000000001,219.33333333333334,215.85,212.9111111111111,213.76333333333332,216.70166666666665,216.85,0.6076235979466436,1.3677685546938434,1.888015323077353,1.6251000428856313,1.4329522035047573,1.4329522035047573,6.143869012016219,6.706498240070204,8.256620693020306,10.929111299715132,11.458395259608793,10.783064111612926,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,14980.75,True,28.4,True,TP,1.0,368.63373583170164,356.77302625340644,380.70036090568243,368.11997444859094,356.2031642894293,380.11631275878955,367.8373606735464,355.91450786599773,379.7505511516099,368.70897186364317,356.55783539176656,380.87103095064305,368.83669155346286,357.0818727172814,380.7901704619582,369.9796921950921,358.1753588641052,382.0730795003139,-203.11997444859094,-55.1776563477289,,
109,1265,,1496-1-317-1797-1996-32,1.0,1.0,,2021-10-18 19:24:45+00:00,,,,Methane,,282.0,379.0,185.0,,8.99,,,1.0,1.0,2021-10-18 19:24:47+00:00,1.0,Sonic,GHGSat,2,,,,,,,20508.99,4.0,218645.0,20508.99,False,,20419.756999999998,20399.743166666663,20401.09322222222,20436.104066666667,20441.394116666666,20495.4879,AZ,9.497333333333332,10.185833333333333,9.368777777777778,8.501533333333333,8.645950000000001,8.645950000000001,219.33333333333334,215.85,212.9111111111111,213.76333333333332,216.70166666666665,216.85,0.6076235979466436,1.3677685546938434,1.888015323077353,1.6251000428856313,1.4329522035047573,1.4329522035047573,6.143869012016219,6.706498240070204,8.256620693020306,10.929111299715132,11.458395259608793,10.783064111612926,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,14980.75,True,28.4,True,TP,1.0,368.44667971630685,356.46313599647186,380.27124951436707,368.15030796106186,356.3921292535063,380.12035826430696,367.9680024407005,356.2387150650373,379.93664993380844,368.59464069876157,356.61762786860635,380.5565904471508,368.8270116720751,356.76622493794855,380.8005967373406,369.8616171700766,358.02976903065684,381.82452355909413,-86.15030796106186,-23.400851798329533,,
110,1476,,1496-1-317-1797-1996-32,1.0,1.0,,2021-10-18 19:24:45+00:00,,,,Methane,,282.0,379.0,185.0,,8.99,,,1.0,1.0,2021-10-18 19:24:47+00:00,1.0,Sonic,GHGSat,3,,,,,,,20508.99,4.0,218645.0,20508.99,False,,20419.756999999998,20399.743166666663,20401.09322222222,20436.104066666667,20441.394116666666,20495.4879,AZ,9.497333333333332,10.185833333333333,9.368777777777778,8.501533333333333,8.645950000000001,8.645950000000001,219.33333333333334,215.85,212.9111111111111,213.76333333333332,216.70166666666665,216.85,0.6076235979466436,1.3677685546938434,1.888015323077353,1.6251000428856313,1.4329522035047573,1.4329522035047573,6.143869012016219,6.706498240070204,8.256620693020306,10.929111299715132,11.458395259608793,10.783064111612926,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2006.0,14980.75,True,28.4,True,TP,1.0,368.39752413232054,356.39361961949817,380.47946176991985,367.94425814501204,356.1165008616426,379.705207559551,368.0464626356777,356.3760822878105,379.96045223733836,368.62324281975634,356.8636810602438,380.34540679544205,368.985029200711,357.20366658602194,380.8819007480322,369.92928208608765,357.8400636585012,381.7810015014534,-85.94425814501204,-23.357956060599864,,
111,1056,,1496-2-102-195-394-34,,,,2021-10-19 17:41:29+00:00,,,,Methane,,,,,,,,,2.0,,2021-10-19 17:41:29+00:00,,NASA-GEOS,GHGSat,1,"No emission seen in study area, but a methane cloud was detected downwind",,,,,,0.0,8.0,218645.0,0.0,False,,0.0,0.0,0.0,8834.783266666667,14628.081649999996,16568.53132222222,AZ,1.8243333333333331,2.3255,2.404444444444444,2.1831666666666667,2.0271,2.0271,344.7,283.93333333333334,193.63333333333333,196.24666666666667,186.575,147.7188888888889,0.13479699508912607,0.5970163811169918,0.6375411176184519,0.7447499449416047,0.7848070634736454,0.7848070634736454,9.81957931537407,134.32882329701803,168.76560768438168,167.4281930310056,163.00710588585443,145.11318078630447,2021-10-19 17:40:00+00:00,2021-10-19 17:47:00+00:00,2008.0,214.29000000000002,True,1.4833333333333334,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.43499420084325,139.10169720513147,179.56257909820488,264.1285147968388,243.0065114982283,285.2518646306368,298.87801889678275,277.0380016162683,320.93538452589877,,,2021-10-19 17:41:28+00:00,10325.0
112,1267,,1496-2-102-195-394-34,,,,2021-10-19 17:41:29+00:00,,,,Methane,,,,,,,,,2.0,,2021-10-19 17:41:29+00:00,,Sonic,GHGSat,2,,,,,,,0.0,8.0,218645.0,0.0,False,,0.0,0.0,0.0,8834.783266666667,14628.081649999996,16568.53132222222,AZ,1.8243333333333331,2.3255,2.404444444444444,2.1831666666666667,2.0271,2.0271,344.7,283.93333333333334,193.63333333333333,196.24666666666667,186.575,147.7188888888889,0.13479699508912607,0.5970163811169918,0.6375411176184519,0.7447499449416047,0.7848070634736454,0.7848070634736454,9.81957931537407,134.32882329701803,168.76560768438168,167.4281930310056,163.00710588585443,145.11318078630447,2021-10-19 17:40:00+00:00,2021-10-19 17:47:00+00:00,2008.0,214.29000000000002,True,1.4833333333333334,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.3944560227033,139.42906922673197,179.1069902453374,264.016189103366,242.5404456935264,285.2346072864589,299.39813501231214,277.20015610984825,321.0368506970763,,,2021-10-19 17:41:28+00:00,10325.0
113,1478,,1496-2-102-195-394-34,,,,2021-10-19 17:41:29+00:00,,,,Methane,,,,,,,,,2.0,,2021-10-19 17:41:29+00:00,,Sonic,GHGSat,3,"No emission seen in study area, but a methane cloud was detected downwind",,,,,,0.0,8.0,218645.0,0.0,False,,0.0,0.0,0.0,8834.783266666667,14628.081649999996,16568.53132222222,AZ,1.8243333333333331,2.3255,2.404444444444444,2.1831666666666667,2.0271,2.0271,344.7,283.93333333333334,193.63333333333333,196.24666666666667,186.575,147.7188888888889,0.13479699508912607,0.5970163811169918,0.6375411176184519,0.7447499449416047,0.7848070634736454,0.7848070634736454,9.81957931537407,134.32882329701803,168.76560768438168,167.4281930310056,163.00710588585443,145.11318078630447,2021-10-19 17:40:00+00:00,2021-10-19 17:47:00+00:00,2008.0,214.29000000000002,True,1.4833333333333334,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.61580333523247,139.61358506313547,179.60983511995988,263.9020844931174,242.36344034205143,285.24672804087083,299.01463484091016,277.42794852956956,320.9916189615289,,,2021-10-19 17:41:28+00:00,10325.0
114,1268,,1496-2-103-897-1096-35,1.0,1.0,,2021-10-19 17:47:05+00:00,,,,Methane,,3277.0,4680.0,1875.0,,2.08,,,1.0,1.0,2021-10-19 17:47:05+00:00,,Sonic,GHGSat,2,,,,,,,270242.3,8.0,218645.0,270242.3,False,,242173.83,218131.85050000003,145599.70977777778,43679.91293333333,25030.82025,23493.879722222224,AZ,1.9556666666666667,1.9068333333333334,1.9276666666666669,2.647066666666667,2.44665,2.44665,59.733333333333334,50.36666666666667,47.7,69.75666666666666,141.50333333333333,159.98,0.40056583542001123,0.35704764751903006,0.324380308079363,0.7448764092827156,0.7764483654910894,0.7764483654910894,101.47088365578287,72.26715189446384,59.07269374311167,97.59165551577617,153.19198073166154,157.59689937267123,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009.0,11.375,False,0.08333333333333333,False,NE,-1.0,4369.124696079225,4239.298079351602,4504.1258667825305,3936.32085939539,3821.342111524205,4056.193282834629,2626.4277049266366,2546.0567744793766,2705.964913542719,788.4567903564886,758.6155408671682,818.7849134747391,451.72739770457287,427.7420213518897,475.41032718912544,424.23822376155175,401.0977649974534,447.3288244346477,-659.32085939539,-16.749672675226485,2021-10-19 17:47:02+00:00,10300.0
115,1479,,1496-2-103-897-1096-35,1.0,1.0,,2021-10-19 17:47:05+00:00,,,,Methane,,3277.0,4680.0,1875.0,,2.08,,,1.0,1.0,2021-10-19 17:47:05+00:00,,Sonic,GHGSat,3,,,,,,,270242.3,8.0,218645.0,270242.3,False,,242173.83,218131.85050000003,145599.70977777778,43679.91293333333,25030.82025,23493.879722222224,AZ,1.9556666666666667,1.9068333333333334,1.9276666666666669,2.647066666666667,2.44665,2.44665,59.733333333333334,50.36666666666667,47.7,69.75666666666666,141.50333333333333,159.98,0.40056583542001123,0.35704764751903006,0.324380308079363,0.7448764092827156,0.7764483654910894,0.7764483654910894,101.47088365578287,72.26715189446384,59.07269374311167,97.59165551577617,153.19198073166154,157.59689937267123,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009.0,11.375,False,0.08333333333333333,False,NE,-1.0,4368.974550504493,4239.538436768728,4501.728343974524,3935.519962891207,3819.119204799463,4055.424159609072,2627.1156606521986,2546.8805023425466,2706.627464658198,788.4917722818515,757.1006803294058,819.742465934646,451.8669355177403,428.1386635440453,476.02144398303113,423.4139326109577,399.30954675386994,447.2614156857446,-658.5199628912069,-16.73273084879562,2021-10-19 17:47:02+00:00,10300.0
