,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
98,788,,1496-2-308-536-735-54,1.0,1.0,,2021-10-19 19:07:58+00:00,,,,Methane,,62.0,98.0,26.0,,0.84,,,1,1.0,2021-10-19 19:07:58+00:00,NASA-GEOS,GHGSat,,9097.48,2.0,218645.0,9097.48,,9141.462000000667,9131.216166666023,9131.80788888836,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,1575.8500000000001,True,TP,1.0,164.94385352583834,155.4126884423721,174.45825486649193,164.7414081067484,155.18768261303512,174.21842105316009,164.79338659839993,155.32127034686195,174.24850574887003
99,984,,1496-2-308-536-735-54,1.0,1.0,,2021-10-19 19:07:58+00:00,,,,Methane,,92.0,128.0,57.0,,1.25,,,1,1.0,2021-10-19 19:07:58+00:00,Sonic,GHGSat,,9097.48,2.0,218645.0,9097.48,,9141.462000000667,9131.216166666023,9131.80788888836,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,1575.8500000000001,True,TP,1.0,164.90992719885762,155.5233810384218,174.4071571596098,164.75453622700172,155.2572794971985,174.3485184782446,164.791939136669,155.21846848229467,174.3446366231331
100,789,,1496-2-309-580-779-55,1.0,1.0,,2021-10-19 19:11:56+00:00,,,,Methane,,33.0,52.0,14.0,,0.83,,,1,1.0,2021-10-19 19:11:56+00:00,NASA-GEOS,GHGSat,,8969.95,2.0,218645.0,8969.95,,8962.806666667333,8969.48999999936,8974.13644444392,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,2507.77,True,TP,1.0,161.7399919900269,152.5183410073493,171.17732196603012,161.85328432924973,152.70134567369436,171.3802619680564,162.0023763471795,152.59320174987462,171.350319560325
101,985,,1496-2-309-580-779-55,1.0,1.0,,2021-10-19 19:11:56+00:00,,,,Methane,,151.0,205.0,97.0,,3.82,,,1,1.0,2021-10-19 19:11:56+00:00,Sonic,GHGSat,,8969.95,2.0,218645.0,8969.95,,8962.806666667333,8969.48999999936,8974.13644444392,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,2507.77,True,TP,1.0,161.7192234566495,152.45737710836372,170.96609243075665,161.8601953689363,152.68746634157978,171.23032125610354,161.95833181572735,152.70645077296493,171.34636120067347
102,790,,1496-2-310-1343-1542-56,1.0,1.0,,2021-10-19 19:17:02+00:00,,,,Methane,,29.0,46.0,12.0,,0.82,,,1,1.0,2021-10-19 19:17:02+00:00,NASA-GEOS,GHGSat,,8858.68,2.0,218645.0,8858.68,,8864.961666667334,8870.60899999935,8874.324666666138,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,3638.165,True,TP,1.0,160.01769251705028,150.83301134994792,169.4291269513385,160.0639378106149,150.9505942837036,169.34910861373794,160.13545441214345,150.87062342043097,169.40404568253132
103,986,,1496-2-310-1343-1542-56,1.0,1.0,,2021-10-19 19:17:02+00:00,,,,Methane,,133.0,182.0,83.0,,3.75,,,1,1.0,2021-10-19 19:17:02+00:00,Sonic,GHGSat,,8858.68,2.0,218645.0,8858.68,,8864.961666667334,8870.60899999935,8874.324666666138,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,3638.165,True,TP,1.0,159.91341260521028,150.6739672671451,169.11859857339007,160.0055115952791,150.849443978939,169.23061563132168,160.14087686447482,150.97866930104178,169.42730662199088
104,791,,1496-2-311-837-1036-57,1.0,1.0,,2021-10-19 19:21:21+00:00,,,,Methane,,43.0,68.0,18.0,,0.8,,,1,1.0,2021-10-19 19:21:21+00:00,NASA-GEOS,GHGSat,,8768.34,2.0,218645.0,8768.34,,8754.199000000663,8773.838999999358,8785.255888888363,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,4573.95,True,TP,1.0,157.96135132936107,148.70130604266419,167.04690907747835,158.29922160992507,149.05337492932725,167.58207744990963,158.61831703901834,149.4780876233995,167.87597208297174
105,987,,1496-2-311-837-1036-57,1.0,1.0,,2021-10-19 19:21:21+00:00,,,,Methane,,154.0,213.0,96.0,,2.86,,,1,1.0,2021-10-19 19:21:21+00:00,Sonic,GHGSat,,8768.34,2.0,218645.0,8768.34,,8754.199000000663,8773.838999999358,8785.255888888363,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,4573.95,True,TP,1.0,157.9577415479342,148.69243702133176,167.24685499381877,158.28423864087915,149.09419504025033,167.58440358819686,158.4909013443424,149.44434539930322,167.76032120898546
106,792,,1496-2-312-1073-1272-58,1.0,1.0,,2021-10-19 19:25:38+00:00,,,,Methane,,49.0,78.0,20.0,,0.79,,,1,1.0,2021-10-19 19:25:38+00:00,NASA-GEOS,GHGSat,,8704.47,2.0,218645.0,8704.47,,8707.385666667333,8709.0558333327,8712.030444443913,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,5352.08,True,TP,1.0,157.14456800142634,148.1275255741787,166.36530930663994,157.16205828652878,148.09320014071122,166.20927543320005,157.217161964097,148.0536527847686,166.27858897285975
107,988,,1496-2-312-1073-1272-58,1.0,1.0,,2021-10-19 19:25:38+00:00,,,,Methane,,234.0,313.0,154.0,,3.76,,,1,1.0,2021-10-19 19:25:38+00:00,Sonic,GHGSat,,8704.47,2.0,218645.0,8704.47,,8707.385666667333,8709.0558333327,8712.030444443913,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,5352.08,True,TP,1.0,157.1201576302712,148.13082536238917,166.22280959831343,157.17788150946123,148.1591265007104,166.31203072365852,157.20954883330893,148.1366885599476,166.2676161780653
108,793,,1496-2-313-495-694-59,1.0,1.0,,2021-10-19 19:29:39+00:00,,,,Methane,,11.0,17.0,5.0,,0.77,,,1,1.0,2021-10-19 19:29:39+00:00,NASA-GEOS,GHGSat,,3715.46,2.0,218645.0,3715.46,,3724.7236666673325,3727.849833332707,3726.851555555025,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,780.335,True,TP,1.0,67.19750745442708,62.42704026869841,71.84140344008082,67.2792558746208,62.7446459664757,71.88070223837995,67.23200701081768,62.6523509195588,71.89218261618285
109,989,,1496-2-313-495-694-59,1.0,1.0,,2021-10-19 19:29:39+00:00,,,,Methane,,71.0,89.0,53.0,,5.15,,,1,1.0,2021-10-19 19:29:39+00:00,Sonic,GHGSat,,3715.46,2.0,218645.0,3715.46,,3724.7236666673325,3727.849833332707,3726.851555555025,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,780.335,True,TP,1.0,67.21538869019518,62.61360204614383,71.88072873121477,67.29416593742887,62.65988072729757,71.94563457702442,67.27969981845834,62.67184695777619,71.90289828611024
110,794,,1496-2-314-1116-1315-60,1.0,1.0,,2021-10-19 19:33:15+00:00,,,,Methane,,22.0,35.0,9.0,,0.78,,,1,1.0,2021-10-19 19:33:15+00:00,NASA-GEOS,GHGSat,,3730.24,2.0,218645.0,3730.24,,3730.833000000665,3726.5684999993728,3724.309333332804,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1431.88,True,TP,1.0,67.33910406070677,62.65187740839624,72.07459333225184,67.20653646009836,62.55846766467827,71.94678876036167,67.23446071320427,62.51538161308829,71.70000092733272
111,990,,1496-2-314-1116-1315-60,1.0,1.0,,2021-10-19 19:33:15+00:00,,,,Methane,,86.0,133.0,39.0,,2.99,,,1,1.0,2021-10-19 19:33:15+00:00,Sonic,GHGSat,,3730.24,2.0,218645.0,3730.24,,3730.833000000665,3726.5684999993728,3724.309333332804,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1431.88,True,TP,1.0,67.29554752377805,62.64725697481506,72.01832377940801,67.28179107891835,62.54590138620156,71.93111368878223,67.23410635517222,62.63492492141612,71.84771101581319
112,795,,1496-2-315-1178-1377-61,1.0,1.0,,2021-10-19 19:37:03+00:00,,,,Methane,,20.0,32.0,8.0,,0.8,,,1,1.0,2021-10-19 19:37:03+00:00,NASA-GEOS,GHGSat,,3726.27,2.0,218645.0,3726.27,,3714.9680000006647,3715.774999999373,3716.4738888883576,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1846.93,True,TP,1.0,66.99307841332006,62.380811554016056,71.65180715735545,67.01915455116078,62.24661402974927,71.7172274241534,67.09519443310828,62.34009063017469,71.88491361482798
113,991,,1496-2-315-1178-1377-61,1.0,1.0,,2021-10-19 19:37:03+00:00,,,,Methane,,90.0,126.0,54.0,,3.6,,,1,1.0,2021-10-19 19:37:03+00:00,Sonic,GHGSat,,3726.27,2.0,218645.0,3726.27,,3714.9680000006647,3715.774999999373,3716.4738888883576,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1846.93,True,TP,1.0,67.02562400289507,62.373541815679104,71.61515464865757,67.03835062225538,62.29965259425188,71.73825233715789,67.04369979380785,62.34416990350419,71.73829718862225
114,796,,1496-2-316-914-1113-62,1.0,1.0,,2021-10-19 19:41:16+00:00,,,,Methane,,23.0,36.0,10.0,,0.81,,,1,1.0,2021-10-19 19:41:16+00:00,NASA-GEOS,GHGSat,,3669.19,2.0,218645.0,3669.19,,3667.8133333339993,3669.308499999371,3675.006444443913,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,2533.5299999999997,True,TP,1.0,66.23544153945309,61.57351475317377,70.760771315099,66.22812691873665,61.49846142157941,70.82743837152128,66.30749920341098,61.58283149903465,71.05233961042794
115,992,,1496-2-316-914-1113-62,1.0,1.0,,2021-10-19 19:41:16+00:00,,,,Methane,,87.0,116.0,58.0,,3.08,,,1,1.0,2021-10-19 19:41:16+00:00,Sonic,GHGSat,,3669.19,2.0,218645.0,3669.19,,3667.8133333339993,3669.308499999371,3675.006444443913,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,2533.5299999999997,True,TP,1.0,66.194005466183,61.57927688773114,70.8819349829807,66.20649227999272,61.61703829571864,70.83973231929825,66.30646258123464,61.59471924973861,70.99700370620592
116,797,,1496-2-317-124-323-63,1.0,1.0,,2021-10-19 19:45:15+00:00,,,,Methane,,76.0,121.0,31.0,,0.83,,,1,1.0,2021-10-19 19:45:15+00:00,NASA-GEOS,GHGSat,,14106.23,2.0,218645.0,14106.23,,14148.633000000664,14140.084833332716,14151.274999999472,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,393.305,True,TP,1.0,255.29137591914713,241.3003872180054,269.52872195819623,255.14907589774634,241.10800282409508,269.23043473677274,255.31822438948083,241.35452494769518,269.2994412995435
117,993,,1496-2-317-124-323-63,1.0,1.0,,2021-10-19 19:45:15+00:00,,,,Methane,,424.0,585.0,262.0,,4.63,,,1,1.0,2021-10-19 19:45:15+00:00,Sonic,GHGSat,,14106.23,2.0,218645.0,14106.23,,14148.633000000664,14140.084833332716,14151.274999999472,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,393.305,True,TP,1.0,255.2971490663242,241.30628986827364,269.5621826347998,255.17480885178554,241.3497844545164,269.22562970721725,255.26561467882908,241.25069703860714,269.4248745484016
118,798,,1496-2-318-1040-1239-64,1.0,1.0,,2021-10-19 19:48:44+00:00,,,,Methane,,61.0,96.0,26.0,,0.85,,,1,1.0,2021-10-19 19:48:44+00:00,NASA-GEOS,GHGSat,,13998.81,2.0,218645.0,13998.81,,13984.803666667327,13991.620833332725,13988.571111110577,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1263.525,True,TP,1.0,252.46289973749174,238.57876153240696,266.7473690671301,252.52581497344548,238.60120270603517,266.83622136160153,252.4371740669568,238.50346306086587,266.80362400464867
119,994,,1496-2-318-1040-1239-64,1.0,1.0,,2021-10-19 19:48:44+00:00,,,,Methane,,269.0,360.0,178.0,,3.75,,,1,1.0,2021-10-19 19:48:44+00:00,Sonic,GHGSat,,13998.81,2.0,218645.0,13998.81,,13984.803666667327,13991.620833332725,13988.571111110577,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1263.525,True,TP,1.0,252.35392981588245,238.6550415504084,266.26206159934014,252.54236410009636,238.7275406552136,266.69283134570264,252.53885804035002,238.79007988692013,266.6331537345156
120,799,,1496-2-319-610-809-65,1.0,1.0,,2021-10-19 19:52:42+00:00,,,,Methane,,103.0,163.0,43.0,,0.86,,,1,1.0,2021-10-19 19:52:42+00:00,NASA-GEOS,GHGSat,,13869.36,2.0,218645.0,13869.36,,13859.800666667334,13860.397999999375,13871.852555555033,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1904.225,True,TP,1.0,250.23842627965593,236.20361583131003,264.47429102026496,250.05203165177633,236.1485429332596,264.07251269804556,250.46034536390638,236.47571669400088,264.2693291961375
121,995,,1496-2-319-610-809-65,1.0,1.0,,2021-10-19 19:52:42+00:00,,,,Methane,,384.0,581.0,186.0,,3.21,,,1,1.0,2021-10-19 19:52:42+00:00,Sonic,GHGSat,,13869.36,2.0,218645.0,13869.36,,13859.800666667334,13860.397999999375,13871.852555555033,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1904.225,True,TP,1.0,250.0543250153081,236.22592087639637,263.74561496980976,250.03720265001124,235.99837604770036,264.11871961513333,250.49074210579968,236.1757024059891,264.08875247816013
122,800,,1496-2-320-709-908-66,1.0,1.0,,2021-10-19 19:56:36+00:00,,,,Methane,,62.0,99.0,25.0,,0.88,,,1,1.0,2021-10-19 19:56:36+00:00,NASA-GEOS,GHGSat,,13711.46,2.0,218645.0,13711.46,,13696.472000000671,13715.563166666047,13730.955555555032,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,2932.9599999999996,True,TP,1.0,247.18008655474856,233.44722557676386,261.2991989158572,247.46324580232775,233.78487397611212,261.29435806323556,247.7787250692267,233.80814383095694,261.5224479591744
123,996,,1496-2-320-709-908-66,1.0,1.0,,2021-10-19 19:56:36+00:00,,,,Methane,,233.0,319.0,148.0,,3.31,,,1,1.0,2021-10-19 19:56:36+00:00,Sonic,GHGSat,,13711.46,2.0,218645.0,13711.46,,13696.472000000671,13715.563166666047,13730.955555555032,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,2932.9599999999996,True,TP,1.0,247.2060488325452,233.28873055569423,261.27988014649077,247.50984769951506,233.57367240193665,261.55508140512984,247.67906035083038,233.77195151571672,262.0099524806608
124,801,,1496-2-321-623-822-67,1.0,1.0,,2021-10-19 20:00:41+00:00,,,,Methane,,48.0,76.0,20.0,,0.9,,,1,1.0,2021-10-19 20:00:41+00:00,NASA-GEOS,GHGSat,,13583.59,2.0,218645.0,13583.59,,13635.210666667337,13642.89916666605,13646.561444443907,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,3759.2200000000003,True,TP,1.0,246.03908317045554,232.31540253841692,259.5163391870219,246.0904988183219,232.3036476604356,260.06073315974004,246.22766711761122,232.45169357532606,259.79765631450516
125,997,,1496-2-321-623-822-67,1.0,1.0,,2021-10-19 20:00:41+00:00,,,,Methane,,288.0,388.0,188.0,,5.44,,,1,1.0,2021-10-19 20:00:41+00:00,Sonic,GHGSat,,13583.59,2.0,218645.0,13583.59,,13635.210666667337,13642.89916666605,13646.561444443907,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,3759.2200000000003,True,TP,1.0,246.1306669077315,232.39295154427577,260.04602203884315,246.21490100344465,232.50954605461405,259.95722831013285,246.17011049270988,232.4923922185539,259.96302055400616
126,802,,1496-2-322-1236-1425-68,1.0,1.0,,2021-10-19 20:05:09+00:00,,,,Methane,,77.0,123.0,31.0,,0.92,,,1,1.0,2021-10-19 20:05:09+00:00,NASA-GEOS,GHGSat,,13542.41,2.0,218645.0,13542.41,,13553.113666667328,13555.404499999382,13555.42099999946,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,4614.07,True,TP,1.0,244.5257290143169,231.01806687542927,257.8102514636921,244.60221510627647,231.35439682962175,257.970646392951,244.56346410350528,230.9202917726805,258.15340782416035
127,998,,1496-2-322-1236-1425-68,1.0,1.0,,2021-10-19 20:05:09+00:00,,,,Methane,,290.0,410.0,170.0,,3.44,,,1,1.0,2021-10-19 20:05:09+00:00,Sonic,GHGSat,,13542.41,2.0,218645.0,13542.41,,13553.113666667328,13555.404499999382,13555.42099999946,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,4614.07,True,TP,1.0,244.63483412307016,230.89985578804848,258.56092930139414,244.63376557791474,231.16257464508436,258.2513783389238,244.64389506387232,230.93752984297484,258.2616576414998
128,803,,1496-2-323-413-612-69,1.0,1.0,,2021-10-19 20:08:55+00:00,,,,Methane,,71.0,113.0,29.0,,0.94,,,1,1.0,2021-10-19 20:08:55+00:00,NASA-GEOS,GHGSat,,13444.92,2.0,218645.0,13444.92,,13456.025666667334,13456.775999999372,13467.036777777246,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,5382.22,True,TP,1.0,242.75587463260018,229.23102136674487,256.1401949018854,242.78698322479775,229.06218511588602,256.3661747132695,242.90361595145407,229.26986759568956,256.5141001444549
129,999,,1496-2-323-413-612-69,1.0,1.0,,2021-10-19 20:08:55+00:00,,,,Methane,,387.0,524.0,250.0,,5.13,,,1,1.0,2021-10-19 20:08:55+00:00,Sonic,GHGSat,,13444.92,2.0,218645.0,13444.92,,13456.025666667334,13456.775999999372,13467.036777777246,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,5382.22,True,TP,1.0,242.86170474107826,229.28526181510068,256.13135079444305,242.68196848416775,229.00119620673573,256.3843242133051,242.91392308405176,229.18068084699152,256.27067547179644
130,804,,1496-2-324-571-770-70,1.0,1.0,,2021-10-19 20:12:35+00:00,,,,Methane,,163.0,259.0,67.0,,0.94,,,1,1.0,2021-10-19 20:12:35+00:00,NASA-GEOS,GHGSat,,18285.01,2.0,218645.0,18285.01,,18321.714333333985,18332.875166666057,18351.84388888836,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,591.5249999999999,True,TP,1.0,330.50477827827217,312.66790105401,349.09465124322986,330.704670780584,312.4642423938947,349.0412875040561,331.2150755950012,313.3347822231586,349.8352826605231
131,1000,,1496-2-324-571-770-70,1.0,1.0,,2021-10-19 20:12:35+00:00,,,,Methane,,368.0,509.0,228.0,,2.13,,,1,1.0,2021-10-19 20:12:35+00:00,Sonic,GHGSat,,18285.01,2.0,218645.0,18285.01,,18321.714333333985,18332.875166666057,18351.84388888836,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,591.5249999999999,True,TP,1.0,330.69761178598395,312.50076450214266,349.40544501073714,330.8202647863264,312.7037406170504,349.554320596699,331.18864352683823,312.8298999453262,349.74403897761164
132,805,,1496-2-325-665-864-71,1.0,1.0,,2021-10-19 20:16:40+00:00,,,,Methane,,80.0,127.0,33.0,,0.97,,,1,1.0,2021-10-19 20:16:40+00:00,NASA-GEOS,GHGSat,,18066.43,2.0,218645.0,18066.43,,18156.94066666732,18174.350499999393,18163.698333332803,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,1225.605,True,TP,1.0,327.8338797885564,309.98699801160626,346.04715536619835,327.9623469262535,309.8817898943295,346.8498649363865,327.7348399530987,309.70376846658434,345.89846738957016
133,1001,,1496-2-325-665-864-71,1.0,1.0,,2021-10-19 20:16:40+00:00,,,,Methane,,231.0,314.0,149.0,,2.82,,,1,1.0,2021-10-19 20:16:40+00:00,Sonic,GHGSat,,18066.43,2.0,218645.0,18066.43,,18156.94066666732,18174.350499999393,18163.698333332803,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,1225.605,True,TP,1.0,327.5629640751791,309.69165225288594,346.0568305510347,327.9066213765595,310.2333953763709,346.4166310990844,327.70826055650406,310.0001723894159,346.18240786867017
134,806,,1496-2-326-939-1138-72,1.0,1.0,,2021-10-19 20:20:02+00:00,,,,Methane,,71.0,112.0,30.0,,0.98,,,1,1.0,2021-10-19 20:20:02+00:00,NASA-GEOS,GHGSat,,17986.65,2.0,218645.0,17986.65,,17969.892333334,17984.39983333272,17973.786999999476,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2034.2749999999999,True,TP,1.0,324.2143726346814,306.4923268284061,342.2536923224073,324.53115862140737,306.78047067332267,342.8852564845219,324.34506372749223,306.2833876267516,342.43965485227926
135,1002,,1496-2-326-939-1138-72,1.0,1.0,,2021-10-19 20:20:02+00:00,,,,Methane,,233.0,321.0,145.0,,3.23,,,1,1.0,2021-10-19 20:20:02+00:00,Sonic,GHGSat,,17986.65,2.0,218645.0,17986.65,,17969.892333334,17984.39983333272,17973.786999999476,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2034.2749999999999,True,TP,1.0,324.21992450638805,306.6016570296206,342.21723563258666,324.40240971666526,306.7715161003691,342.80985440435944,324.3463182116622,306.6939083644974,342.31196759635105
136,807,,1496-2-327-1016-1215-73,1.0,1.0,,2021-10-19 20:24:34+00:00,,,,Methane,,166.0,264.0,68.0,,1.0,,,1,1.0,2021-10-19 20:24:34+00:00,NASA-GEOS,GHGSat,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2855.63,True,TP,1.0,319.6062540145928,301.9567917075804,337.6708594826041,319.3619264326267,301.826871879216,337.33179228064245,319.3657476127846,301.79843977601047,337.39330069446873
137,1003,,1496-2-327-1016-1215-73,1.0,1.0,,2021-10-19 20:24:34+00:00,,,,Methane,,381.0,519.0,242.0,,2.29,,,1,1.0,2021-10-19 20:24:34+00:00,Sonic,GHGSat,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2855.63,True,TP,1.0,319.56216071704216,301.74935363902824,337.3551327994262,319.5323875050061,302.0262640204951,336.8660527295436,319.488584699136,301.9676490301268,337.77547406779416
138,808,,1496-2-328-1013-1212-74,1.0,1.0,,2021-10-19 20:28:35+00:00,,,,Methane,,108.0,172.0,44.0,,1.02,,,1,1.0,2021-10-19 20:28:35+00:00,NASA-GEOS,GHGSat,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,3744.675,True,TP,1.0,319.5341196161169,301.9395398494801,337.4603306485108,319.5085726227181,301.86168013454164,337.3700112940686,319.46736510891526,302.16176529391544,337.63072731791357
139,1004,,1496-2-328-1013-1212-74,1.0,1.0,,2021-10-19 20:28:35+00:00,,,,Methane,,321.0,459.0,184.0,,3.04,,,1,1.0,2021-10-19 20:28:35+00:00,Sonic,GHGSat,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,3744.675,True,TP,1.0,319.54463468979924,302.24516487553166,337.24360536393874,319.45676992230284,302.00434274576395,336.86773895425216,319.5320851657514,301.9724619252934,337.7158232115251
140,809,,1496-2-329-571-770-75,1.0,1.0,,2021-10-19 20:33:04+00:00,,,,Methane,,105.0,168.0,42.0,,1.04,,,1,1.0,2021-10-19 20:33:04+00:00,NASA-GEOS,GHGSat,,17676.0,2.0,218645.0,17676.0,,17676.00000000065,17675.999999999385,17675.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,4690.955,True,TP,1.0,318.9964330587661,301.8212287784423,337.0193857672952,319.00909216921355,301.6092957902302,336.8732949829545,318.8204825145671,301.376401327358,336.3399454609346
141,1005,,1496-2-329-571-770-75,1.0,1.0,,2021-10-19 20:33:04+00:00,,,,Methane,,276.0,383.0,169.0,,2.73,,,1,1.0,2021-10-19 20:33:04+00:00,Sonic,GHGSat,,17676.0,2.0,218645.0,17676.0,,17676.00000000065,17675.999999999385,17675.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,4690.955,True,TP,1.0,319.06760552383946,301.6212922334255,337.40217235474546,318.9337652250149,301.5235209153221,337.27949436695974,319.117034573259,301.6375008610456,337.1929159669194
142,810,,1496-3-101-1397-1596-76,1.0,1.0,,2021-10-20 17:48:41+00:00,,,,Methane,,,,,,,,,2,1.0,2021-10-20 17:48:41+00:00,NASA-GEOS,GHGSat,,0.0,0.5,21175085.0,0.0,0.0,460.936923820634,1065.4115585779607,1283.7755799989018,AZ,2021-10-20 17:48:40+00:00,2021-10-20 18:15:30+00:00,2023.0,0.0,False,NE,-1.0,8.3862191031562,8.330470962299527,8.421978067930095,19.295962698125646,19.166800674969217,19.377340806721904,23.237322450728108,23.081136690943808,23.334674338792325
143,1006,,1496-3-101-1397-1596-76,1.0,1.0,,2021-10-20 17:48:41+00:00,,,,Methane,,,,,,,,,2,1.0,2021-10-20 17:48:41+00:00,Sonic,GHGSat,,0.0,0.5,21175085.0,0.0,0.0,460.936923820634,1065.4115585779607,1283.7755799989018,AZ,2021-10-20 17:48:40+00:00,2021-10-20 18:15:30+00:00,2023.0,0.0,False,NE,-1.0,8.38625868916509,8.330470962299527,8.421978067930095,19.29578488631648,19.166800674969217,19.377340806721904,23.237320172282708,23.081136690943808,23.334674338792325
144,811,,1496-3-102-995-1194-77,1.0,1.0,,2021-10-20 17:54:00+00:00,,,,Methane,,,,,,,,,2,1.0,2021-10-20 17:54:00+00:00,NASA-GEOS,GHGSat,,0.0,0.5,21175085.0,660.6971682362653,3.4545,660.0111932738042,659.5904279605935,659.8456497483764,AZ,2021-10-20 17:48:40+00:00,2021-10-20 18:15:30+00:00,2023.0,625.5000000000001,True,FN,0.0,11.980046427840845,11.899420183406518,12.030130860461075,11.971929568077307,11.891877069263332,12.022504888032225,11.976237139165496,11.896452463335123,12.027130541095438
