,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
161,1350,,1496-2-312-1073-1272-58,1.0,1.0,,2021-10-19 19:25:38+00:00,,,,Methane,,234.0,313.0,154.0,,3.76,,,1,1.0,2021-10-19 19:25:38+00:00,Sonic,GHGSat,3,,8704.47,2.0,218645.0,8704.47,,8707.385666667333,8709.0558333327,8712.030444443913,AZ,2021-10-19 18:57:05+00:00,2021-10-19 19:26:27+00:00,2018.0,5352.08,True,True,TP,1.0,156.69826260376541,147.9041240605792,165.5662916174142,156.8787708424461,148.0131092066426,166.5657819319166,156.73472113852404,148.0541615597611,165.98920598882617
162,959,,1496-2-313-495-694-59,1.0,1.0,,2021-10-19 19:29:39+00:00,,,,Methane,,11.0,17.0,5.0,,0.77,,,1,1.0,2021-10-19 19:29:39+00:00,NASA-GEOS,GHGSat,1,,3715.46,2.0,218645.0,3715.46,,3724.7236666673325,3727.849833332707,3726.851555555025,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,780.335,True,True,TP,1.0,67.0568966278262,62.46955180298819,71.98925843432093,67.02427328882851,62.65924134671308,71.70314355158692,67.07442639391168,61.99050683554086,71.91682788294816
163,1155,,1496-2-313-495-694-59,1.0,1.0,,2021-10-19 19:29:39+00:00,,,,Methane,,71.0,89.0,53.0,,5.15,,,1,1.0,2021-10-19 19:29:39+00:00,Sonic,GHGSat,2,,3715.46,2.0,218645.0,3715.46,,3724.7236666673325,3727.849833332707,3726.851555555025,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,780.335,True,True,TP,1.0,67.08275813910312,62.46045710558666,71.66026411890883,67.23768292327283,62.358913875708325,71.88404083845103,66.8804984128843,62.043738402568934,71.93531579663913
164,1351,,1496-2-313-495-694-59,1.0,1.0,,2021-10-19 19:29:39+00:00,,,,Methane,,71.0,89.0,53.0,,5.15,,,1,1.0,2021-10-19 19:29:39+00:00,Sonic,GHGSat,3,,3715.46,2.0,218645.0,3715.46,,3724.7236666673325,3727.849833332707,3726.851555555025,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,780.335,True,True,TP,1.0,66.97672200072294,61.91252391833554,71.54318158188624,67.15248094186539,62.735508325658564,71.99393389979085,67.16113507726133,62.96428499005068,71.9971506039206
165,960,,1496-2-314-1116-1315-60,1.0,1.0,,2021-10-19 19:33:15+00:00,,,,Methane,,22.0,35.0,9.0,,0.78,,,1,1.0,2021-10-19 19:33:15+00:00,NASA-GEOS,GHGSat,1,,3730.24,2.0,218645.0,3730.24,,3730.833000000665,3726.5684999993728,3724.309333332804,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1431.88,True,True,TP,1.0,67.044424746528,62.65890855893772,71.8559251893887,67.0829794140391,62.59311261983331,71.58780889813295,67.17426328468314,62.78784963320079,72.14757322668916
166,1156,,1496-2-314-1116-1315-60,1.0,1.0,,2021-10-19 19:33:15+00:00,,,,Methane,,86.0,133.0,39.0,,2.99,,,1,1.0,2021-10-19 19:33:15+00:00,Sonic,GHGSat,2,,3730.24,2.0,218645.0,3730.24,,3730.833000000665,3726.5684999993728,3724.309333332804,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1431.88,True,True,TP,1.0,67.27905476891448,62.642262354536406,72.085366771336,67.27935662256621,62.39884790581754,71.91003273705658,66.98721392607078,62.24995938773357,71.6800070976497
167,1352,,1496-2-314-1116-1315-60,1.0,1.0,,2021-10-19 19:33:15+00:00,,,,Methane,,86.0,133.0,39.0,,2.99,,,1,1.0,2021-10-19 19:33:15+00:00,Sonic,GHGSat,3,,3730.24,2.0,218645.0,3730.24,,3730.833000000665,3726.5684999993728,3724.309333332804,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1431.88,True,True,TP,1.0,67.10342000110832,62.49684733663079,71.92752223963767,67.15574065698615,62.53721622772141,71.65357753925294,67.23415168584819,62.847469067689914,72.04158590511915
168,961,,1496-2-315-1178-1377-61,1.0,1.0,,2021-10-19 19:37:03+00:00,,,,Methane,,20.0,32.0,8.0,,0.8,,,1,1.0,2021-10-19 19:37:03+00:00,NASA-GEOS,GHGSat,1,,3726.27,2.0,218645.0,3726.27,,3714.9680000006647,3715.774999999373,3716.4738888883576,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1846.93,True,True,TP,1.0,66.78778753426208,62.47308712305736,71.44483515729809,66.94057758397047,62.64420986756392,72.0622776473044,67.05319239947006,62.57045310899717,72.02200260902853
169,1157,,1496-2-315-1178-1377-61,1.0,1.0,,2021-10-19 19:37:03+00:00,,,,Methane,,90.0,126.0,54.0,,3.6,,,1,1.0,2021-10-19 19:37:03+00:00,Sonic,GHGSat,2,,3726.27,2.0,218645.0,3726.27,,3714.9680000006647,3715.774999999373,3716.4738888883576,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1846.93,True,True,TP,1.0,67.0355244210409,62.464464599631285,71.70256711399816,66.99913289463883,62.070808284170845,71.71269343015084,66.82653318697476,62.52387207475934,71.32296881046383
170,1353,,1496-2-315-1178-1377-61,1.0,1.0,,2021-10-19 19:37:03+00:00,,,,Methane,,90.0,126.0,54.0,,3.6,,,1,1.0,2021-10-19 19:37:03+00:00,Sonic,GHGSat,3,,3726.27,2.0,218645.0,3726.27,,3714.9680000006647,3715.774999999373,3716.4738888883576,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,1846.93,True,True,TP,1.0,67.07295338176526,62.32303829784911,71.78405362539358,66.8810044671621,62.16876412336333,71.69996180504334,66.88400377195453,62.522984698816366,71.63897715558487
171,962,,1496-2-316-914-1113-62,1.0,1.0,,2021-10-19 19:41:16+00:00,,,,Methane,,23.0,36.0,10.0,,0.81,,,1,1.0,2021-10-19 19:41:16+00:00,NASA-GEOS,GHGSat,1,,3669.19,2.0,218645.0,3669.19,,3667.8133333339993,3669.308499999371,3675.006444443913,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,2533.5299999999997,True,True,TP,1.0,66.11749916431096,61.63985725247269,70.89405663062453,66.0461541892451,61.90076891352339,70.76875501623809,66.14733551151765,61.142061959541785,70.74599518865348
172,1158,,1496-2-316-914-1113-62,1.0,1.0,,2021-10-19 19:41:16+00:00,,,,Methane,,87.0,116.0,58.0,,3.08,,,1,1.0,2021-10-19 19:41:16+00:00,Sonic,GHGSat,2,,3669.19,2.0,218645.0,3669.19,,3667.8133333339993,3669.308499999371,3675.006444443913,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,2533.5299999999997,True,True,TP,1.0,66.05800665823956,61.163665326564434,71.09390879466301,66.22274983229266,61.60857941379876,71.19093742434576,66.30686812974713,61.629139932348004,71.1075827849018
173,1354,,1496-2-316-914-1113-62,1.0,1.0,,2021-10-19 19:41:16+00:00,,,,Methane,,87.0,116.0,58.0,,3.08,,,1,1.0,2021-10-19 19:41:16+00:00,Sonic,GHGSat,3,,3669.19,2.0,218645.0,3669.19,,3667.8133333339993,3669.308499999371,3675.006444443913,AZ,2021-10-19 19:26:27+00:00,2021-10-19 19:42:23+00:00,2019.0,2533.5299999999997,True,True,TP,1.0,66.11686937853547,61.51434407277105,70.51313399958678,66.10969989742335,61.546158736521896,71.05494301821315,66.28562440271938,62.205277286073645,71.038584294521
174,963,,1496-2-317-124-323-63,1.0,1.0,,2021-10-19 19:45:15+00:00,,,,Methane,,76.0,121.0,31.0,,0.83,,,1,1.0,2021-10-19 19:45:15+00:00,NASA-GEOS,GHGSat,1,,14106.23,2.0,218645.0,14106.23,,14148.633000000664,14140.084833332716,14151.274999999472,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,393.305,True,True,TP,1.0,254.07143184842752,240.79712822574382,268.1763220346502,254.9077098242784,241.68625372048305,269.4125573018659,254.57905316069989,241.56996241604878,268.8552515092495
175,1159,,1496-2-317-124-323-63,1.0,1.0,,2021-10-19 19:45:15+00:00,,,,Methane,,424.0,585.0,262.0,,4.63,,,1,1.0,2021-10-19 19:45:15+00:00,Sonic,GHGSat,2,,14106.23,2.0,218645.0,14106.23,,14148.633000000664,14140.084833332716,14151.274999999472,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,393.305,True,True,TP,1.0,255.39462536292635,244.00464605542052,268.57194157014203,254.62698245745943,240.73684681460864,266.94778231702963,255.1173480973594,241.3629084103714,270.1212841227376
176,1355,,1496-2-317-124-323-63,1.0,1.0,,2021-10-19 19:45:15+00:00,,,,Methane,,424.0,585.0,262.0,,4.63,,,1,1.0,2021-10-19 19:45:15+00:00,Sonic,GHGSat,3,,14106.23,2.0,218645.0,14106.23,,14148.633000000664,14140.084833332716,14151.274999999472,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,393.305,True,True,TP,1.0,255.0284724768498,240.94252321431944,270.28807077358454,255.0004952827734,240.66125163535494,269.8416303021278,255.3146114950657,241.88475326508222,269.1559401132715
177,964,,1496-2-318-1040-1239-64,1.0,1.0,,2021-10-19 19:48:44+00:00,,,,Methane,,61.0,96.0,26.0,,0.85,,,1,1.0,2021-10-19 19:48:44+00:00,NASA-GEOS,GHGSat,1,,13998.81,2.0,218645.0,13998.81,,13984.803666667327,13991.620833332725,13988.571111110577,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1263.525,True,True,TP,1.0,252.08097278200515,238.84413577117377,265.0162939229696,251.97406544249066,238.40651070029392,265.5122322437828,252.4005975837899,239.87036836686696,267.4171709432
178,1160,,1496-2-318-1040-1239-64,1.0,1.0,,2021-10-19 19:48:44+00:00,,,,Methane,,269.0,360.0,178.0,,3.75,,,1,1.0,2021-10-19 19:48:44+00:00,Sonic,GHGSat,2,,13998.81,2.0,218645.0,13998.81,,13984.803666667327,13991.620833332725,13988.571111110577,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1263.525,True,True,TP,1.0,252.10399334445444,238.82410363026017,266.7013348081367,251.8843939841499,238.26071752162014,265.82757189778414,251.90233249658627,238.71868514277506,267.66649658965144
179,1356,,1496-2-318-1040-1239-64,1.0,1.0,,2021-10-19 19:48:44+00:00,,,,Methane,,269.0,360.0,178.0,,3.75,,,1,1.0,2021-10-19 19:48:44+00:00,Sonic,GHGSat,3,,13998.81,2.0,218645.0,13998.81,,13984.803666667327,13991.620833332725,13988.571111110577,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1263.525,True,True,TP,1.0,251.7369022898963,239.59167749958527,265.08741578357535,252.284434965691,238.62408733331088,267.0004825308389,252.0513263675968,238.68809725771908,266.916395099008
180,965,,1496-2-319-610-809-65,1.0,1.0,,2021-10-19 19:52:42+00:00,,,,Methane,,103.0,163.0,43.0,,0.86,,,1,1.0,2021-10-19 19:52:42+00:00,NASA-GEOS,GHGSat,1,,13869.36,2.0,218645.0,13869.36,,13859.800666667334,13860.397999999375,13871.852555555033,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1904.225,True,True,TP,1.0,249.6567630560171,235.9753605300477,263.35415253372116,249.68494068403757,234.90764226523433,263.22703274883804,249.31060697380374,236.83066424489374,262.75162444408517
181,1161,,1496-2-319-610-809-65,1.0,1.0,,2021-10-19 19:52:42+00:00,,,,Methane,,384.0,581.0,186.0,,3.21,,,1,1.0,2021-10-19 19:52:42+00:00,Sonic,GHGSat,2,,13869.36,2.0,218645.0,13869.36,,13859.800666667334,13860.397999999375,13871.852555555033,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1904.225,True,True,TP,1.0,249.2743662780651,236.72022774626677,263.3924679580198,248.8207177300466,234.72949145317804,263.18900150395064,249.69768775791016,235.72542298165243,263.2392632819705
182,1357,,1496-2-319-610-809-65,1.0,1.0,,2021-10-19 19:52:42+00:00,,,,Methane,,384.0,581.0,186.0,,3.21,,,1,1.0,2021-10-19 19:52:42+00:00,Sonic,GHGSat,3,,13869.36,2.0,218645.0,13869.36,,13859.800666667334,13860.397999999375,13871.852555555033,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,1904.225,True,True,TP,1.0,249.5104683023666,236.4969124453117,264.222574808519,250.1795971573206,235.16293586908316,264.2431341549326,249.65729358626592,236.38981236518077,264.80947445722904
183,966,,1496-2-320-709-908-66,1.0,1.0,,2021-10-19 19:56:36+00:00,,,,Methane,,62.0,99.0,25.0,,0.88,,,1,1.0,2021-10-19 19:56:36+00:00,NASA-GEOS,GHGSat,1,,13711.46,2.0,218645.0,13711.46,,13696.472000000671,13715.563166666047,13730.955555555032,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,2932.9599999999996,True,True,TP,1.0,246.75460435710124,234.14103391916737,261.41578041484576,247.03393136388624,233.0084659718859,260.6917159088614,247.6147595018712,234.2945581456488,262.5835028968462
184,1162,,1496-2-320-709-908-66,1.0,1.0,,2021-10-19 19:56:36+00:00,,,,Methane,,233.0,319.0,148.0,,3.31,,,1,1.0,2021-10-19 19:56:36+00:00,Sonic,GHGSat,2,,13711.46,2.0,218645.0,13711.46,,13696.472000000671,13715.563166666047,13730.955555555032,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,2932.9599999999996,True,True,TP,1.0,246.91876744208602,231.81042012374095,260.85131555471315,247.0711474828755,233.73768507052864,261.1498690476664,247.1323906974422,233.8505441775899,260.97793579480947
185,1358,,1496-2-320-709-908-66,1.0,1.0,,2021-10-19 19:56:36+00:00,,,,Methane,,233.0,319.0,148.0,,3.31,,,1,1.0,2021-10-19 19:56:36+00:00,Sonic,GHGSat,3,,13711.46,2.0,218645.0,13711.46,,13696.472000000671,13715.563166666047,13730.955555555032,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,2932.9599999999996,True,True,TP,1.0,246.98308249406568,233.29834960197417,262.0817680151672,247.33774276711333,234.86149201977815,261.9366314454526,246.363371120445,233.39591234218608,260.2664734459084
186,967,,1496-2-321-623-822-67,1.0,1.0,,2021-10-19 20:00:41+00:00,,,,Methane,,48.0,76.0,20.0,,0.9,,,1,1.0,2021-10-19 20:00:41+00:00,NASA-GEOS,GHGSat,1,,13583.59,2.0,218645.0,13583.59,,13635.210666667337,13642.89916666605,13646.561444443907,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,3759.2200000000003,True,True,TP,1.0,245.5100087715142,232.41626223441614,259.9765721784792,245.36129407345842,231.5477895483441,259.8862240925149,245.9471818139776,230.35272987544732,261.2042532921276
187,1163,,1496-2-321-623-822-67,1.0,1.0,,2021-10-19 20:00:41+00:00,,,,Methane,,288.0,388.0,188.0,,5.44,,,1,1.0,2021-10-19 20:00:41+00:00,Sonic,GHGSat,2,,13583.59,2.0,218645.0,13583.59,,13635.210666667337,13642.89916666605,13646.561444443907,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,3759.2200000000003,True,True,TP,1.0,245.52531683031003,231.87093335273974,259.6430860523907,245.8393385581482,233.21250488225107,260.44988461200813,245.79118413960634,231.9624336089514,258.05875909476214
188,1359,,1496-2-321-623-822-67,1.0,1.0,,2021-10-19 20:00:41+00:00,,,,Methane,,288.0,388.0,188.0,,5.44,,,1,1.0,2021-10-19 20:00:41+00:00,Sonic,GHGSat,3,,13583.59,2.0,218645.0,13583.59,,13635.210666667337,13642.89916666605,13646.561444443907,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,3759.2200000000003,True,True,TP,1.0,245.4108183592065,231.20313702714705,258.97005527436545,245.46236583999777,231.3297693829068,260.4208101914631,246.0187323491752,233.26164017157183,259.82106845689077
189,968,,1496-2-322-1236-1425-68,1.0,1.0,,2021-10-19 20:05:09+00:00,,,,Methane,,77.0,123.0,31.0,,0.92,,,1,1.0,2021-10-19 20:05:09+00:00,NASA-GEOS,GHGSat,1,,13542.41,2.0,218645.0,13542.41,,13553.113666667328,13555.404499999382,13555.42099999946,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,4614.07,True,True,TP,1.0,243.85973862132118,230.3656926848491,257.5054589315369,244.46325210228935,230.70367887226928,259.60814054491146,244.24592687477056,231.96308197683314,257.4045056159445
190,1164,,1496-2-322-1236-1425-68,1.0,1.0,,2021-10-19 20:05:09+00:00,,,,Methane,,290.0,410.0,170.0,,3.44,,,1,1.0,2021-10-19 20:05:09+00:00,Sonic,GHGSat,2,,13542.41,2.0,218645.0,13542.41,,13553.113666667328,13555.404499999382,13555.42099999946,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,4614.07,True,True,TP,1.0,244.02479187124834,228.04270503400335,258.9875758799329,244.19325355118772,231.95445793535066,258.22479521997565,243.98620655222288,229.66836140593153,258.34516183758564
191,1360,,1496-2-322-1236-1425-68,1.0,1.0,,2021-10-19 20:05:09+00:00,,,,Methane,,290.0,410.0,170.0,,3.44,,,1,1.0,2021-10-19 20:05:09+00:00,Sonic,GHGSat,3,,13542.41,2.0,218645.0,13542.41,,13553.113666667328,13555.404499999382,13555.42099999946,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,4614.07,True,True,TP,1.0,243.73239763721065,231.54334132097728,257.2893732429247,244.1074327722055,230.40262687822806,258.7143238328048,244.4047921699715,230.9564843239167,258.52037594494635
192,969,,1496-2-323-413-612-69,1.0,1.0,,2021-10-19 20:08:55+00:00,,,,Methane,,71.0,113.0,29.0,,0.94,,,1,1.0,2021-10-19 20:08:55+00:00,NASA-GEOS,GHGSat,1,,13444.92,2.0,218645.0,13444.92,,13456.025666667334,13456.775999999372,13467.036777777246,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,5382.22,True,True,TP,1.0,242.43035330035647,229.44137462052052,255.85633450020606,241.92126356236005,230.01063217595345,255.7834189156975,242.56885755430346,229.06094996678976,255.93384214365508
193,1165,,1496-2-323-413-612-69,1.0,1.0,,2021-10-19 20:08:55+00:00,,,,Methane,,387.0,524.0,250.0,,5.13,,,1,1.0,2021-10-19 20:08:55+00:00,Sonic,GHGSat,2,,13444.92,2.0,218645.0,13444.92,,13456.025666667334,13456.775999999372,13467.036777777246,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,5382.22,True,True,TP,1.0,242.19225989176653,229.1362913840911,256.14990810299724,242.17557970526897,229.70357168175255,255.3908138362165,242.3125066167016,230.3833650635001,256.0241666172448
194,1361,,1496-2-323-413-612-69,1.0,1.0,,2021-10-19 20:08:55+00:00,,,,Methane,,387.0,524.0,250.0,,5.13,,,1,1.0,2021-10-19 20:08:55+00:00,Sonic,GHGSat,3,,13444.92,2.0,218645.0,13444.92,,13456.025666667334,13456.775999999372,13467.036777777246,AZ,2021-10-19 19:42:23+00:00,2021-10-19 20:09:29+00:00,2020.0,5382.22,True,True,TP,1.0,241.76131108227,228.42564867431076,257.237039694175,242.34228323680446,228.7382744156673,255.55617070165712,242.41640597579837,229.22616989645996,256.2256045090402
195,970,,1496-2-324-571-770-70,1.0,1.0,,2021-10-19 20:12:35+00:00,,,,Methane,,163.0,259.0,67.0,,0.94,,,1,1.0,2021-10-19 20:12:35+00:00,NASA-GEOS,GHGSat,1,,18285.01,2.0,218645.0,18285.01,,18321.714333333985,18332.875166666057,18351.84388888836,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,591.5249999999999,True,True,TP,1.0,330.13733739254724,313.5053454016224,349.7560299079208,329.7718510720769,312.13085687790567,345.82193420084747,330.350824763892,313.23508413784333,350.948230014032
196,1166,,1496-2-324-571-770-70,1.0,1.0,,2021-10-19 20:12:35+00:00,,,,Methane,,368.0,509.0,228.0,,2.13,,,1,1.0,2021-10-19 20:12:35+00:00,Sonic,GHGSat,2,,18285.01,2.0,218645.0,18285.01,,18321.714333333985,18332.875166666057,18351.84388888836,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,591.5249999999999,True,True,TP,1.0,329.34860476404117,312.75995229513023,345.28274158869175,330.32134693797633,312.65777761720904,348.80874332510876,330.5097449777096,314.1669538419039,349.54626897493273
197,1362,,1496-2-324-571-770-70,1.0,1.0,,2021-10-19 20:12:35+00:00,,,,Methane,,368.0,509.0,228.0,,2.13,,,1,1.0,2021-10-19 20:12:35+00:00,Sonic,GHGSat,3,,18285.01,2.0,218645.0,18285.01,,18321.714333333985,18332.875166666057,18351.84388888836,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,591.5249999999999,True,True,TP,1.0,329.86326562139135,313.3825038353156,346.0534331850622,330.8907557937828,312.3515114512946,349.83096676792763,330.08955521905517,313.22482143690763,349.8841398400343
198,971,,1496-2-325-665-864-71,1.0,1.0,,2021-10-19 20:16:40+00:00,,,,Methane,,80.0,127.0,33.0,,0.97,,,1,1.0,2021-10-19 20:16:40+00:00,NASA-GEOS,GHGSat,1,,18066.43,2.0,218645.0,18066.43,,18156.94066666732,18174.350499999393,18163.698333332803,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,1225.605,True,True,TP,1.0,327.4703420717688,308.41832630372403,347.5374121723676,327.415693705342,309.3017587427953,346.04357527609096,327.37687939610436,310.80060987164757,347.2772255596087
199,1167,,1496-2-325-665-864-71,1.0,1.0,,2021-10-19 20:16:40+00:00,,,,Methane,,231.0,314.0,149.0,,2.82,,,1,1.0,2021-10-19 20:16:40+00:00,Sonic,GHGSat,2,,18066.43,2.0,218645.0,18066.43,,18156.94066666732,18174.350499999393,18163.698333332803,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,1225.605,True,True,TP,1.0,326.90817380262877,308.46443411583783,346.0136996226792,327.4553237180479,309.935988900374,345.43633576319144,327.1670472453721,309.8116296606399,346.50084368681814
200,1363,,1496-2-325-665-864-71,1.0,1.0,,2021-10-19 20:16:40+00:00,,,,Methane,,231.0,314.0,149.0,,2.82,,,1,1.0,2021-10-19 20:16:40+00:00,Sonic,GHGSat,3,,18066.43,2.0,218645.0,18066.43,,18156.94066666732,18174.350499999393,18163.698333332803,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,1225.605,True,True,TP,1.0,327.10398280712633,309.0729289027072,347.1772486263009,327.4587211805513,310.3717326209682,345.5694303930422,326.73992405283303,308.1331412299939,345.87773831354104
201,972,,1496-2-326-939-1138-72,1.0,1.0,,2021-10-19 20:20:02+00:00,,,,Methane,,71.0,112.0,30.0,,0.98,,,1,1.0,2021-10-19 20:20:02+00:00,NASA-GEOS,GHGSat,1,,17986.65,2.0,218645.0,17986.65,,17969.892333334,17984.39983333272,17973.786999999476,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2034.2749999999999,True,True,TP,1.0,324.0474129428826,306.66743130615083,341.6135041761347,323.4725176139538,305.6367488710929,342.7108249768125,323.66431768021454,305.51592464763036,339.8782596508762
202,1168,,1496-2-326-939-1138-72,1.0,1.0,,2021-10-19 20:20:02+00:00,,,,Methane,,233.0,321.0,145.0,,3.23,,,1,1.0,2021-10-19 20:20:02+00:00,Sonic,GHGSat,2,,17986.65,2.0,218645.0,17986.65,,17969.892333334,17984.39983333272,17973.786999999476,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2034.2749999999999,True,True,TP,1.0,323.8481733758192,306.7705060710144,342.43807609955957,324.4397680072749,306.70120897662537,344.17712027387125,323.45538229465205,307.25442008485714,340.0963008099043
203,1364,,1496-2-326-939-1138-72,1.0,1.0,,2021-10-19 20:20:02+00:00,,,,Methane,,233.0,321.0,145.0,,3.23,,,1,1.0,2021-10-19 20:20:02+00:00,Sonic,GHGSat,3,,17986.65,2.0,218645.0,17986.65,,17969.892333334,17984.39983333272,17973.786999999476,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2034.2749999999999,True,True,TP,1.0,323.44953426388815,306.1723455430308,341.7775583406021,323.7965321763648,306.6525109766561,341.6869405925716,323.0873370003557,306.84148658510827,339.75108645728426
204,973,,1496-2-327-1016-1215-73,1.0,1.0,,2021-10-19 20:24:34+00:00,,,,Methane,,166.0,264.0,68.0,,1.0,,,1,1.0,2021-10-19 20:24:34+00:00,NASA-GEOS,GHGSat,1,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2855.63,True,True,TP,1.0,318.3791596496927,301.92912912950135,337.9830629797937,318.64176260348825,301.5945660333708,335.2231938995711,318.77405151690874,302.0646604699762,335.2088982082342
205,1169,,1496-2-327-1016-1215-73,1.0,1.0,,2021-10-19 20:24:34+00:00,,,,Methane,,381.0,519.0,242.0,,2.29,,,1,1.0,2021-10-19 20:24:34+00:00,Sonic,GHGSat,2,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2855.63,True,True,TP,1.0,319.1853061860452,302.59558856821576,338.47954648859127,318.5169797505044,302.126885479036,335.62189247809664,318.71904167904285,302.4550756966636,337.3810509870817
206,1365,,1496-2-327-1016-1215-73,1.0,1.0,,2021-10-19 20:24:34+00:00,,,,Methane,,381.0,519.0,242.0,,2.29,,,1,1.0,2021-10-19 20:24:34+00:00,Sonic,GHGSat,3,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,2855.63,True,True,TP,1.0,318.3098617434792,302.3456893511528,336.2870300094976,318.6841775488072,300.72891916399146,337.50495107567747,318.6622835544505,301.0265312438942,335.8072448668942
207,974,,1496-2-328-1013-1212-74,1.0,1.0,,2021-10-19 20:28:35+00:00,,,,Methane,,108.0,172.0,44.0,,1.02,,,1,1.0,2021-10-19 20:28:35+00:00,NASA-GEOS,GHGSat,1,,17707.0,2.0,218645.0,17707.0,,17707.00000000065,17706.999999999385,17706.99999999947,AZ,2021-10-19 20:09:29+00:00,2021-10-19 20:34:15+00:00,2021.0,3744.675,True,True,TP,1.0,319.2949149397068,301.86343855286935,337.53218721461843,318.6629900066997,302.2211496761608,337.0245593772983,318.80564818073594,301.47127700426194,338.41128587175945
